transaction_id,year,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,revenue,hour,day_bin,day_of_week_num,day_of_week,week_number,time_bucket,is_weekend
18279,2025,16:20:03,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,16,44,4,Friday,7,Afternoon (12–16),False
18280,2025,16:20:32,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,16,44,4,Friday,7,Afternoon (12–16),False
18281,2025,16:24:06,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,16,44,4,Friday,7,Afternoon (12–16),False
18282,2025,16:24:34,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,16,44,4,Friday,7,Afternoon (12–16),False
18283,2025,16:26:49,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,16,44,4,Friday,7,Afternoon (12–16),False
18284,2025,16:28:26,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,16,44,4,Friday,7,Afternoon (12–16),False
18285,2025,16:28:51,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,16,44,4,Friday,7,Afternoon (12–16),False
18286,2025,16:30:37,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,16,44,4,Friday,7,Afternoon (12–16),False
18287,2025,16:30:37,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,16,44,4,Friday,7,Afternoon (12–16),False
18288,2025,16:31:20,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,16,44,4,Friday,7,Afternoon (12–16),False
18289,2025,16:32:25,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,16,44,4,Friday,7,Afternoon (12–16),False
18290,2025,16:32:47,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,16,44,4,Friday,7,Afternoon (12–16),False
18291,2025,16:33:17,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,16,44,4,Friday,7,Afternoon (12–16),False
18292,2025,16:33:17,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,16,44,4,Friday,7,Afternoon (12–16),False
18293,2025,16:34:01,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,16,44,4,Friday,7,Afternoon (12–16),False
18294,2025,16:34:14,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75,16,44,4,Friday,7,Afternoon (12–16),False
18295,2025,16:35:22,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,16,44,4,Friday,7,Afternoon (12–16),False
18296,2025,16:35:49,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,16,44,4,Friday,7,Afternoon (12–16),False
18297,2025,16:36:38,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,16,44,4,Friday,7,Afternoon (12–16),False
18298,2025,16:37:26,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,16,44,4,Friday,7,Afternoon (12–16),False
18299,2025,16:37:26,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,16,44,4,Friday,7,Afternoon (12–16),False
18300,2025,16:37:32,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,16,44,4,Friday,7,Afternoon (12–16),False
18301,2025,16:38:59,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,16,44,4,Friday,7,Afternoon (12–16),False
18302,2025,16:39:22,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,16,44,4,Friday,7,Afternoon (12–16),False
18303,2025,16:40:26,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,16,44,4,Friday,7,Afternoon (12–16),False
18304,2025,16:40:26,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,16,44,4,Friday,7,Afternoon (12–16),False
18305,2025,16:41:26,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,16,44,4,Friday,7,Afternoon (12–16),False
18306,2025,16:42:11,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,16,44,4,Friday,7,Afternoon (12–16),False
18307,2025,16:43:04,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,16,44,4,Friday,7,Afternoon (12–16),False
18308,2025,16:43:45,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,16,44,4,Friday,7,Afternoon (12–16),False
18309,2025,16:44:14,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,16,44,4,Friday,7,Afternoon (12–16),False
18310,2025,16:44:55,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,16,44,4,Friday,7,Afternoon (12–16),False
18311,2025,16:49:09,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,16,44,4,Friday,7,Afternoon (12–16),False
18312,2025,16:49:11,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,16,44,4,Friday,7,Afternoon (12–16),False
18313,2025,16:49:11,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,16,44,4,Friday,7,Afternoon (12–16),False
18314,2025,16:49:33,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,16,44,4,Friday,7,Afternoon (12–16),False
18315,2025,16:49:41,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,16,44,4,Friday,7,Afternoon (12–16),False
18316,2025,16:52:45,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,16,44,4,Friday,7,Afternoon (12–16),False
18317,2025,16:53:04,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,16,44,4,Friday,7,Afternoon (12–16),False
18318,2025,16:55:54,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,16,44,4,Friday,7,Afternoon (12–16),False
18319,2025,16:55:54,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,16,44,4,Friday,7,Afternoon (12–16),False
18320,2025,16:56:03,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,16,44,4,Friday,7,Afternoon (12–16),False
18321,2025,16:56:03,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,16,44,4,Friday,7,Afternoon (12–16),False
18322,2025,16:59:14,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,16,44,4,Friday,7,Afternoon (12–16),False
18323,2025,17:00:10,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,17,44,4,Friday,7,Evening (17–21),False
18324,2025,17:00:52,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,17,44,4,Friday,7,Evening (17–21),False
18325,2025,17:04:44,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,17,44,4,Friday,7,Evening (17–21),False
18326,2025,17:05:27,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,17,44,4,Friday,7,Evening (17–21),False
18327,2025,17:07:05,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,17,44,4,Friday,7,Evening (17–21),False
18328,2025,17:08:13,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,17,44,4,Friday,7,Evening (17–21),False
18329,2025,17:09:00,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,17,44,4,Friday,7,Evening (17–21),False
18330,2025,17:10:24,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,17,44,4,Friday,7,Evening (17–21),False
18331,2025,17:10:36,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,17,44,4,Friday,7,Evening (17–21),False
18332,2025,17:11:46,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,17,44,4,Friday,7,Evening (17–21),False
18333,2025,17:11:47,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,17,44,4,Friday,7,Evening (17–21),False
18334,2025,17:11:47,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,17,44,4,Friday,7,Evening (17–21),False
18335,2025,17:12:07,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,17,44,4,Friday,7,Evening (17–21),False
18336,2025,17:14:40,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,17,44,4,Friday,7,Evening (17–21),False
18337,2025,17:15:04,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,17,44,4,Friday,7,Evening (17–21),False
18338,2025,17:15:27,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,17,44,4,Friday,7,Evening (17–21),False
18339,2025,17:15:35,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,17,44,4,Friday,7,Evening (17–21),False
18340,2025,17:16:00,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,17,44,4,Friday,7,Evening (17–21),False
18341,2025,17:16:00,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,17,44,4,Friday,7,Evening (17–21),False
18342,2025,17:16:06,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,17,44,4,Friday,7,Evening (17–21),False
18343,2025,17:16:42,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,17,44,4,Friday,7,Evening (17–21),False
18344,2025,17:17:00,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,17,44,4,Friday,7,Evening (17–21),False
18345,2025,17:17:00,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,17,44,4,Friday,7,Evening (17–21),False
18346,2025,17:20:02,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,17,44,4,Friday,7,Evening (17–21),False
18347,2025,17:20:14,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,17,44,4,Friday,7,Evening (17–21),False
18348,2025,17:21:01,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,17,44,4,Friday,7,Evening (17–21),False
18349,2025,17:21:25,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,17,44,4,Friday,7,Evening (17–21),False
18350,2025,17:21:52,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,17,44,4,Friday,7,Evening (17–21),False
18351,2025,17:22:59,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,17,44,4,Friday,7,Evening (17–21),False
18352,2025,17:28:02,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,17,44,4,Friday,7,Evening (17–21),False
18353,2025,17:28:06,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,17,44,4,Friday,7,Evening (17–21),False
18354,2025,17:28:12,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,17,44,4,Friday,7,Evening (17–21),False
18355,2025,17:29:21,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,17,44,4,Friday,7,Evening (17–21),False
18356,2025,17:29:54,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,17,44,4,Friday,7,Evening (17–21),False
18357,2025,17:30:49,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,17,44,4,Friday,7,Evening (17–21),False
18358,2025,17:32:20,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,17,44,4,Friday,7,Evening (17–21),False
18359,2025,17:32:20,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,17,44,4,Friday,7,Evening (17–21),False
18360,2025,17:33:46,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,17,44,4,Friday,7,Evening (17–21),False
18361,2025,17:35:08,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,17,44,4,Friday,7,Evening (17–21),False
18362,2025,17:38:13,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,17,44,4,Friday,7,Evening (17–21),False
18363,2025,17:38:39,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,17,44,4,Friday,7,Evening (17–21),False
18364,2025,17:38:48,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,17,44,4,Friday,7,Evening (17–21),False
18365,2025,17:39:21,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,17,44,4,Friday,7,Evening (17–21),False
18366,2025,17:39:21,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,17,44,4,Friday,7,Evening (17–21),False
18367,2025,17:41:54,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,17,44,4,Friday,7,Evening (17–21),False
18368,2025,17:47:35,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,17,44,4,Friday,7,Evening (17–21),False
18369,2025,17:50:55,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,17,44,4,Friday,7,Evening (17–21),False
18370,2025,17:53:19,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,17,44,4,Friday,7,Evening (17–21),False
18371,2025,17:53:50,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,17,44,4,Friday,7,Evening (17–21),False
18372,2025,17:55:15,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,17,44,4,Friday,7,Evening (17–21),False
18373,2025,17:57:42,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,17,44,4,Friday,7,Evening (17–21),False
18374,2025,17:57:42,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75,17,44,4,Friday,7,Evening (17–21),False
18375,2025,17:57:59,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,17,44,4,Friday,7,Evening (17–21),False
18376,2025,17:57:59,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,17,44,4,Friday,7,Evening (17–21),False
18377,2025,17:59:06,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,17,44,4,Friday,7,Evening (17–21),False
18378,2025,18:01:44,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,18,44,4,Friday,7,Evening (17–21),False
18379,2025,18:05:03,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,18,44,4,Friday,7,Evening (17–21),False
18380,2025,18:05:03,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,18,44,4,Friday,7,Evening (17–21),False
18381,2025,18:08:45,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,18,44,4,Friday,7,Evening (17–21),False
18382,2025,18:09:43,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,18,44,4,Friday,7,Evening (17–21),False
18383,2025,18:10:33,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,18,44,4,Friday,7,Evening (17–21),False
18384,2025,18:15:07,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,18,44,4,Friday,7,Evening (17–21),False
18385,2025,18:15:07,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,18,44,4,Friday,7,Evening (17–21),False
18386,2025,18:16:48,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,18,44,4,Friday,7,Evening (17–21),False
18387,2025,18:16:48,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,18,44,4,Friday,7,Evening (17–21),False
18388,2025,18:17:11,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,18,44,4,Friday,7,Evening (17–21),False
18389,2025,18:18:13,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,18,44,4,Friday,7,Evening (17–21),False
18390,2025,18:19:05,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,18,44,4,Friday,7,Evening (17–21),False
18391,2025,18:19:15,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,18,44,4,Friday,7,Evening (17–21),False
18392,2025,18:21:13,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,18,44,4,Friday,7,Evening (17–21),False
18393,2025,18:21:13,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,18,44,4,Friday,7,Evening (17–21),False
18394,2025,18:22:14,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,18,44,4,Friday,7,Evening (17–21),False
18395,2025,18:22:30,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,18,44,4,Friday,7,Evening (17–21),False
18396,2025,18:23:01,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,18,44,4,Friday,7,Evening (17–21),False
18397,2025,18:23:12,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,18,44,4,Friday,7,Evening (17–21),False
18398,2025,18:27:06,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,18,44,4,Friday,7,Evening (17–21),False
18399,2025,18:28:05,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,18,44,4,Friday,7,Evening (17–21),False
18400,2025,18:28:29,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,18,44,4,Friday,7,Evening (17–21),False
18401,2025,18:29:07,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,18,44,4,Friday,7,Evening (17–21),False
18402,2025,18:29:53,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,18,44,4,Friday,7,Evening (17–21),False
18403,2025,18:33:38,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,18,44,4,Friday,7,Evening (17–21),False
18404,2025,18:34:48,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,18,44,4,Friday,7,Evening (17–21),False
18405,2025,18:35:15,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,18,44,4,Friday,7,Evening (17–21),False
18406,2025,18:35:41,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,18,44,4,Friday,7,Evening (17–21),False
18407,2025,18:37:09,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,18,44,4,Friday,7,Evening (17–21),False
18408,2025,18:37:22,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,18,44,4,Friday,7,Evening (17–21),False
18409,2025,18:38:04,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,18,44,4,Friday,7,Evening (17–21),False
18410,2025,18:38:04,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,18,44,4,Friday,7,Evening (17–21),False
18411,2025,18:44:51,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,18,44,4,Friday,7,Evening (17–21),False
18412,2025,18:45:02,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,18,44,4,Friday,7,Evening (17–21),False
18413,2025,18:49:47,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,18,44,4,Friday,7,Evening (17–21),False
18414,2025,18:50:13,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,18,44,4,Friday,7,Evening (17–21),False
18415,2025,18:50:47,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,18,45,5,Saturday,7,Evening (17–21),True
18416,2025,18:52:26,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,18,45,5,Saturday,7,Evening (17–21),True
18417,2025,18:55:04,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,18,45,5,Saturday,7,Evening (17–21),True
18418,2025,18:55:26,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,18,45,5,Saturday,7,Evening (17–21),True
18419,2025,18:55:26,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,18,45,5,Saturday,7,Evening (17–21),True
18420,2025,18:55:45,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,18,45,5,Saturday,7,Evening (17–21),True
18421,2025,19:01:16,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,19,45,5,Saturday,7,Evening (17–21),True
18422,2025,19:01:20,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,19,45,5,Saturday,7,Evening (17–21),True
18423,2025,19:11:10,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,19,45,5,Saturday,7,Evening (17–21),True
18424,2025,19:11:40,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,19,45,5,Saturday,7,Evening (17–21),True
18425,2025,19:12:01,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,19,45,5,Saturday,7,Evening (17–21),True
18426,2025,19:12:48,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,19,45,5,Saturday,7,Evening (17–21),True
18427,2025,19:12:48,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,19,45,5,Saturday,7,Evening (17–21),True
18428,2025,19:13:43,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,19,45,5,Saturday,7,Evening (17–21),True
18429,2025,19:14:55,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,19,45,5,Saturday,7,Evening (17–21),True
18430,2025,19:14:55,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,19,45,5,Saturday,7,Evening (17–21),True
18431,2025,19:19:18,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,19,45,5,Saturday,7,Evening (17–21),True
18432,2025,19:19:40,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,19,45,5,Saturday,7,Evening (17–21),True
18433,2025,19:22:54,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,19,45,5,Saturday,7,Evening (17–21),True
18434,2025,19:24:46,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,19,45,5,Saturday,7,Evening (17–21),True
18435,2025,19:31:24,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,19,45,5,Saturday,7,Evening (17–21),True
18436,2025,19:31:36,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,19,45,5,Saturday,7,Evening (17–21),True
18437,2025,19:31:36,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,19,45,5,Saturday,7,Evening (17–21),True
18438,2025,19:32:30,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,19,45,5,Saturday,7,Evening (17–21),True
18439,2025,19:32:30,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,19,45,5,Saturday,7,Evening (17–21),True
18440,2025,19:35:31,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,19,45,5,Saturday,7,Evening (17–21),True
18441,2025,19:36:58,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,19,45,5,Saturday,7,Evening (17–21),True
18442,2025,19:37:08,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,19,45,5,Saturday,7,Evening (17–21),True
18443,2025,19:37:08,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,19,45,5,Saturday,7,Evening (17–21),True
18444,2025,19:39:22,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,19,45,5,Saturday,7,Evening (17–21),True
18445,2025,19:39:47,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,19,45,5,Saturday,7,Evening (17–21),True
18446,2025,19:39:47,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,19,45,5,Saturday,7,Evening (17–21),True
18447,2025,19:40:50,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,19,45,5,Saturday,7,Evening (17–21),True
